Source,Target,Type
res_judicata3,@williamsruto,Mention
res_judicata3,@railaodinga,Mention
res_judicata3,@citizentvkenya,Mention
SelinaTeyie,@bkhaniri,Mention
KeMatumbei,@nationafrica,Mention
KeMatumbei,@railaodinga,Mention
KeMatumbei,@dci_kenya,Mention
kirimifrank8,@williamsruto,Mention
kirimifrank8,@railaodinga,Mention
kirimifrank8,@citizentvkenya,Mention
NgeiywoMartin,@citizentvkenya,Mention
veak_arts,@levis_254,Mention
kemboikips04,@railaodinga,Mention
kemboikips04,@citizentvkenya,Mention
Kyule254,@qosmow,Mention
Kastone_Paul,@railaodinga,Mention
Kastone_Paul,@citizentvkenya,Mention
MlinziVinnie,@citizentvkenya,Mention
vinnieomegah,@nationafrica,Mention
vinnieomegah,@williamsruto,Mention
vinnieomegah,@railaodinga,Mention
vinnieomegah,@dci_kenya,Mention
nichomaingi,@drmugogichuki,Mention
Bonniekaf,@levis_254,Mention
elsonTys1,@williamsruto,Mention
elsonTys1,@railaodinga,Mention
elsonTys1,@citizentvkenya,Mention
DaddyMsoo,@williamsruto,Mention
DaddyMsoo,@railaodinga,Mention
DaddyMsoo,@citizentvkenya,Mention
Bonniekaf,@westsevenn,Mention
MweleWycliffe,@nationafrica,Mention
MweleWycliffe,@railaodinga,Mention
MweleWycliffe,@dci_kenya,Mention
ombatikevin300,@nationafrica,Mention
ombatikevin300,@dci_kenya,Mention
BarmasaBarmasa,@citizentvkenya,Mention
WilliamsRutoFan,@citizentvkenya,Mention
MakokhaDr,@nationafrica,Mention
MakokhaDr,@railaodinga,Mention
MakokhaDr,@dci_kenya,Mention
tim_kasimolo,@tim_kasimolo,Mention
albert_chiro,@williamsruto,Mention
albert_chiro,@railaodinga,Mention
albert_chiro,@citizentvkenya,Mention
qybe_marlaw,@nationafrica,Mention
qybe_marlaw,@williamsruto,Mention
qybe_marlaw,@railaodinga,Mention
qybe_marlaw,@dci_kenya,Mention
otieno_elija,@williamsruto,Mention
otieno_elija,@railaodinga,Mention
otieno_elija,@citizentvkenya,Mention
nic_deemamany,@tim_kasimolo,Mention
nichomaingi,@tim_kasimolo,Mention
brianlelimo,@nationafrica,Mention
brianlelimo,@williamsruto,Mention
brianlelimo,@railaodinga,Mention
brianlelimo,@dci_kenya,Mention
MastonKim1,@citizentvkenya,Mention
Ambrose09238829,@williamsruto,Mention
Ambrose09238829,@railaodinga,Mention
Ambrose09238829,@citizentvkenya,Mention
MugoKenny,@williamsruto,Mention
MugoKenny,@railaodinga,Mention
MugoKenny,@citizentvkenya,Mention
brianlelimo,@citizentvkenya,Mention
RaswilliEms69,@nationafrica,Mention
RaswilliEms69,@dci_kenya,Mention
mocemartin,@williamsruto,Mention
mocemartin,@railaodinga,Mention
mocemartin,@citizentvkenya,Mention
EliasKabere,@nationafrica,Mention
EliasKabere,@railaodinga,Mention
EliasKabere,@dci_kenya,Mention
BwOmoigwa,@railaodinga,Mention
BwOmoigwa,@citizentvkenya,Mention
KE100V_KE100V,@williamsruto,Mention
KE100V_KE100V,@railaodinga,Mention
KE100V_KE100V,@citizentvkenya,Mention
festus_kenga,@williamsruto,Mention
festus_kenga,@railaodinga,Mention
festus_kenga,@citizentvkenya,Mention
Edwardkertz,@railaodinga,Mention
Edwardkertz,@citizentvkenya,Mention
RuttoHon,@williamsruto,Mention
RuttoHon,@railaodinga,Mention
RuttoHon,@citizentvkenya,Mention
MakokhaDr,@citizentvkenya,Mention
NoelRotich,@citizentvkenya,Mention
Mwaistanley2,@citizentvkenya,Mention
maryatieno2011,@nationafrica,Mention
maryatieno2011,@williamsruto,Mention
maryatieno2011,@railaodinga,Mention
maryatieno2011,@dci_kenya,Mention
Hon_kindiki,@nationafrica,Mention
Hon_kindiki,@railaodinga,Mention
Hon_kindiki,@dci_kenya,Mention
MrBiwott,@nationafrica,Mention
MrBiwott,@dci_kenya,Mention
kgitonga67,@williamsruto,Mention
kgitonga67,@railaodinga,Mention
kgitonga67,@citizentvkenya,Mention
Ericmwa,@citizentvkenya,Mention
Ericmwa,@nationafrica,Mention
Ericmwa,@dci_kenya,Mention
JohnWil50304360,@nationafrica,Mention
JohnWil50304360,@railaodinga,Mention
JohnWil50304360,@dci_kenya,Mention
nderitu_kevyn,@railaodinga,Mention
nderitu_kevyn,@citizentvkenya,Mention
David___Mbugua,@nationafrica,Mention
David___Mbugua,@dci_kenya,Mention
PhinyNamu,@williamsruto,Mention
PhinyNamu,@railaodinga,Mention
PhinyNamu,@citizentvkenya,Mention
WillyKpsony,@williamsruto,Mention
WillyKpsony,@railaodinga,Mention
WillyKpsony,@citizentvkenya,Mention
Sanjotz,@nationafrica,Mention
Sanjotz,@williamsruto,Mention
Sanjotz,@railaodinga,Mention
Sanjotz,@dci_kenya,Mention
JWangto,@williamsruto,Mention
JWangto,@railaodinga,Mention
JWangto,@citizentvkenya,Mention
wagurasam,@williamsruto,Mention
wagurasam,@railaodinga,Mention
wagurasam,@citizentvkenya,Mention
TSetanei,@citizentvkenya,Mention
Rotichk2,@williamsruto,Mention
Rotichk2,@railaodinga,Mention
Rotichk2,@citizentvkenya,Mention
Mwikiah,@nationafrica,Mention
Mwikiah,@railaodinga,Mention
Mwikiah,@dci_kenya,Mention
LawrenceKibet,@williamsruto,Mention
LawrenceKibet,@railaodinga,Mention
LawrenceKibet,@citizentvkenya,Mention
mugojay895,@williamsruto,Mention
mugojay895,@railaodinga,Mention
mugojay895,@citizentvkenya,Mention
Echolnk,@nationafrica,Mention
Echolnk,@williamsruto,Mention
Echolnk,@railaodinga,Mention
Echolnk,@dci_kenya,Mention
MiqChelsea,@nationafrica,Mention
MiqChelsea,@williamsruto,Mention
MiqChelsea,@railaodinga,Mention
MiqChelsea,@dci_kenya,Mention
sue_perlita,@nationafrica,Mention
sue_perlita,@railaodinga,Mention
sue_perlita,@dci_kenya,Mention
ondu_peter,@nationafrica,Mention
ondu_peter,@railaodinga,Mention
ondu_peter,@dci_kenya,Mention
OleItumbi,@nationafrica,Mention
OleItumbi,@dci_kenya,Mention
100Manoti,@williamsruto,Mention
100Manoti,@railaodinga,Mention
100Manoti,@citizentvkenya,Mention
rhouzieosore,@railaodinga,Mention
rhouzieosore,@citizentvkenya,Mention
KiongoziGk,@citizentvkenya,Mention
tellyrence,@williamsruto,Mention
tellyrence,@railaodinga,Mention
tellyrence,@citizentvkenya,Mention
estherkaya344,@williamsruto,Mention
estherkaya344,@railaodinga,Mention
estherkaya344,@citizentvkenya,Mention
DaView_k,@citizentvkenya,Mention
am_josphat,@williamsruto,Mention
am_josphat,@railaodinga,Mention
am_josphat,@citizentvkenya,Mention
IsaacKorir_kim,@citizentvkenya,Mention
EngineerAron,@williamsruto,Mention
EngineerAron,@railaodinga,Mention
EngineerAron,@citizentvkenya,Mention
Hon_kindiki,@citizentvkenya,Mention
David___Mbugua,@citizentvkenya,Mention
KimAaron2020,@citizentvkenya,Mention
EzbonCheruiyot,@williamsruto,Mention
EzbonCheruiyot,@railaodinga,Mention
EzbonCheruiyot,@citizentvkenya,Mention
emmanuel_cheret,@williamsruto,Mention
emmanuel_cheret,@railaodinga,Mention
emmanuel_cheret,@citizentvkenya,Mention
endrymwaka,@williamsruto,Mention
endrymwaka,@railaodinga,Mention
endrymwaka,@citizentvkenya,Mention
CeoBen,@citizentvkenya,Mention
isaacka97,@williamsruto,Mention
isaacka97,@railaodinga,Mention
isaacka97,@citizentvkenya,Mention
jim_munene,@williamsruto,Mention
jim_munene,@railaodinga,Mention
jim_munene,@citizentvkenya,Mention
KorosIvan,@williamsruto,Mention
KorosIvan,@railaodinga,Mention
KorosIvan,@citizentvkenya,Mention
dunny_33ke,@williamsruto,Mention
dunny_33ke,@railaodinga,Mention
dunny_33ke,@citizentvkenya,Mention
c_murugi4,@williamsruto,Mention
c_murugi4,@railaodinga,Mention
c_murugi4,@citizentvkenya,Mention
Monica_Muriuki,@williamsruto,Mention
Monica_Muriuki,@railaodinga,Mention
Monica_Muriuki,@citizentvkenya,Mention
felixronohh,@citizentvkenya,Mention
GunnerAfrican,@citizentvkenya,Mention
Chesirecornes,@railaodinga,Mention
Chesirecornes,@citizentvkenya,Mention
DongThuthi,@railaodinga,Mention
DongThuthi,@citizentvkenya,Mention
mudfishKenya,@williamsruto,Mention
mudfishKenya,@railaodinga,Mention
mudfishKenya,@citizentvkenya,Mention
samndirangu10,@railaodinga,Mention
samndirangu10,@citizentvkenya,Mention
itsdanteh_,@williamsruto,Mention
itsdanteh_,@railaodinga,Mention
itsdanteh_,@citizentvkenya,Mention
eric_opanda,@railaodinga,Mention
eric_opanda,@citizentvkenya,Mention
benardongeri_,@citizentvkenya,Mention
Lil_Noete,@williamsruto,Mention
Lil_Noete,@railaodinga,Mention
Lil_Noete,@citizentvkenya,Mention
Murimi_Mwai01,@citizentvkenya,Mention
Clifford_Lans,@citizentvkenya,Mention
MuneneWaNjeru,@williamsruto,Mention
MuneneWaNjeru,@railaodinga,Mention
MuneneWaNjeru,@citizentvkenya,Mention
JohnWil50304360,@citizentvkenya,Mention
sue_perlita,@citizentvkenya,Mention
Utred_Allan,@railaodinga,Mention
Utred_Allan,@citizentvkenya,Mention
Alvinmwa1,@railaodinga,Mention
Alvinmwa1,@citizentvkenya,Mention
OleItumbi,@citizentvkenya,Mention
